station name,Station Name Trimmed,Clean Stop Name,Line ID,Line Name,Station ID,stop_lat,stop_lon,rail_distance_from_union_miles,Subway,University_College,University_Nm,GO Station_Line,Park and Ride_Carpool,Terminal Station,Shopping Centre,Parent Station,City
 1|   55|Union Station Rail,Union Station Rail,Union Station,0,Union Station,0,43.645195,-79.3806,0,0,0,,0,0,0,0,Union Station Rail,Toronto
 1|    1|Agincourt GO Station Rail,Agincourt GO Station Rail,Agincourt GO,6,Stouffville,6002,43.78611,-79.284385,14.1,0,0,,6,0,0,0,Agincourt GO Station Rail,Scarborough
 1|    2|Ajax GO Station Rail,Ajax GO Station Rail,Ajax GO,7,Lakeshore East,7007,43.847766,-79.041372,23.43,0,0,,7,0,0,0,Ajax GO Station Rail,Ajax
 1|    3|Aldershot GO Station Rail,Aldershot GO Station Rail,Aldershot GO,1,Lakeshore West,1010,43.313385,-79.855659,34.6,0,0,,1,0,0,0,Aldershot GO Station Rail,Burlington
 1|    4|Appleby GO Station Rail,Appleby GO Station Rail,Appleby GO,1,Lakeshore West,1008,43.379429,-79.760991,27.9,0,0,,1,0,0,0,Appleby GO Station Rail,Burlington
 1|    5|Aurora GO Station Rail,Aurora GO Station Rail,Aurora GO,4,Barrie,4006,44.000758,-79.459725,29.9,0,0,,4,0,0,0,Aurora GO Station Rail,Aurora
 1|    6|Barrie South GO Station Rail,Barrie South GO Station Rail,Barrie South GO,4,Barrie,4010,44.35112,-79.627441,59.5,0,0,,4,0,0,0,Barrie South GO Station Rail,Stroud
 1|    7|Bloor GO Station Rail,Bloor GO Station Rail,Bloor GO,3,Kitchener,3001,43.656928,-79.450192,4,0,0,,3,0,0,0,Bloor GO Station Rail,Toronto
 1|    8|Bradford GO Station Rail,Bradford GO Station Rail,Bradford GO,4,Barrie,4009,44.116513,-79.555394,41.5,0,0,,4,0,0,0,Bradford GO Station Rail,Bradford
 1|    9|Bramalea GO Station Rail,Bramalea GO Station Rail,Bramalea GO,3,Kitchener,3005,43.7022591,-79.6887512,17.3,0,0,,3,0,0,0,Bramalea GO Station Rail,Bramalea
 1|   10|Bronte GO Station Rail,Bronte GO Station Rail,Bronte GO,1,Lakeshore West,1007,43.416774,-79.722294,24.7,0,0,,1,0,0,0,Bronte GO Station Rail,Oakville
 1|   11|Brampton GO Station Rail,Brampton GO Station Rail,Brampton GO,3,Kitchener,3006,43.6869087,-79.7628632,21.1,0,0,,3,0,0,0,Brampton GO Station Rail,Brampton
 1|   12|Burlington GO Station Rail,Burlington GO Station Rail,Burlington GO,1,Lakeshore West,1009,43.341265,-79.809141,31.5,0,0,,1,0,0,0,Burlington GO Station Rail,Burlington
 1|   13|Centennial GO Station Rail,Centennial GO Station Rail,Centennial GO,6,Stouffville,6005,43.873601,-79.289211,21.1,0,0,,6,0,0,0,Centennial GO Station Rail,Markham
 1|   14|Clarkson GO Station Rail,Clarkson GO Station Rail,Clarkson GO,1,Lakeshore West,1005,43.513127,-79.633206,16.7,0,0,,1,0,0,0,Clarkson GO Station Rail,Mississauga
 1|   15|Cooksville GO Station Rail,Cooksville GO Station Rail,Cooksville GO,2,Milton,2003,43.582973,-79.623695,15.4,0,0,,2,0,0,0,Cooksville GO Station Rail,Mississauga
 1|   16|Danforth GO Station Rail,Danforth GO Station Rail,Danforth GO,7,Lakeshore East,7001,43.686462,-79.300358,5.2,0,0,,7,0,0,0,Danforth GO Station Rail,Scarborough
 1|   17|Dixie GO Station Rail,Dixie GO Station Rail,Dixie GO,2,Milton,2002,43.608022,-79.577762,12.4,0,0,,2,0,0,0,Dixie GO Station Rail,Mississauga
 1|   18|East Gwillimbury GO Station Rail,East Gwillimbury GO Station Rail,East Gwillimbury GO,4,Barrie,4008,44.077996,-79.455776,35.5,0,0,,4,0,0,0,East Gwillimbury GO Station Rail,East Gwillimbury
 1|   19|Eglinton GO Station Rail,Eglinton GO Station Rail,Eglinton GO,7,Lakeshore East,7003,43.739621,-79.23231,10.6,0,0,,7,0,0,0,Eglinton GO Station Rail,Scarborough
 1|   20|Erindale GO Station Rail,Erindale GO Station Rail,Erindale GO,2,Milton,2004,43.567235,-79.668506,18.1,0,0,,2,0,0,0,Erindale GO Station Rail,Mississauga
 1|   21|Etobicoke North GO Station Rail,Etobicoke North GO Station Rail,Etobicoke North GO,3,Kitchener,3003,43.706172,-79.563506,11,0,0,,3,0,0,0,Etobicoke North GO Station Rail,Etobicoke
 1|   22|Exhibition Station GO Rail,Exhibition Station GO Rail,Exhibition GO,1,Lakeshore West,1001,43.635549,-79.418927,2,0,0,,1,0,0,0,Exhibition Station GO Rail,Toronto
 1|   23|Georgetown GO Station Rail,Georgetown GO Station Rail,Georgetown GO,3,Kitchener,3008,43.655373,-79.919054,29.2,0,0,,3,0,0,0,Georgetown GO Station Rail,Georgetown
 1|   24|Guildwood GO Station Rail,Guildwood GO Station Rail,Guildwood GO,7,Lakeshore East,7004,43.755272,-79.198252,12.6,0,0,,7,0,0,0,Guildwood GO Station Rail,Scarborough
 1|   25|Hamilton Go Station Rail,Hamilton Go Station Rail,Hamilton GO Centre,1,Lakeshore West,1011,43.253284,-79.869192,40.6,0,0,,1,0,0,0,Hamilton Go Station Rail,Hamilton
 1|   26|Kennedy GO Station Rail,Kennedy GO Station Rail,Kennedy GO,6,Stouffville,6001,43.733045,-79.262706,10.1,0,0,,6,0,0,0,Kennedy GO Station Rail,Scarborough
 1|   27|King City GO Station Rail,King City GO Station Rail,King City GO,4,Barrie,4005,43.920037,-79.526886,22.7,0,0,,4,0,0,0,King City GO Station Rail,King City
 1|   28|Kipling GO Station Rail,Kipling GO Station Rail,Kipling GO,2,Milton,2001,43.636955,-79.536287,9.7,0,0,,2,0,0,0,Kipling GO Station Rail,Etobicoke
 1|   29|Langstaff GO Station Rail,Langstaff GO Station Rail,Langstaff GO,5,Richmond Hill,5003,43.838546,-79.423139,18.3,0,0,,5,0,0,0,Langstaff GO Station Rail,Richmond Hill
 1|   30|Lincolnville GO Station Rail,Lincolnville GO Station Rail,Lincolnville GO,6,Stouffville,6009,43.995416,-79.233457,30.7,0,0,,6,0,0,0,Lincolnville GO Station Rail,Stouffville
 1|   31|Lisgar GO Station Rail,Lisgar GO Station Rail,Lisgar GO,2,Milton,2007,43.590791,-79.788539,25.09,0,0,,2,0,0,0,Lisgar GO Station Rail,Mississauga
 1|   32|Long Branch GO Station Rail,Long Branch GO Station Rail,Long Branch GO,1,Lakeshore West,1003,43.591317,-79.546149,9.6,0,0,,1,0,0,0,Long Branch GO Station Rail,Etobicoke
 1|   33|Malton GO Station Rail,Malton GO Station Rail,Malton GO,3,Kitchener,3004,43.705153,-79.63823,14.7,0,0,,3,0,0,0,Malton GO Station Rail,Mississauga
 1|   34|Maple GO Station Rail,Maple GO Station Rail,Maple GO,4,Barrie,4004,43.859481,-79.506984,18.3,0,0,,4,0,0,0,Maple GO Station Rail,Richmond Hill
 1|   35|Markham GO Station Rail,Markham GO Station Rail,Markham GO,6,Stouffville,6006,43.882691,-79.262469,22.6,0,0,,6,0,0,0,Markham GO Station Rail,Markham
 1|   36|Meadowvale GO Station Rail,Meadowvale GO Station Rail,Meadowvale GO,2,Milton,2006,43.597566,-79.754328,23.1,0,0,,2,0,0,0,Meadowvale GO Station Rail,Mississauga
 1|   37|Milliken GO Station Rail,Milliken GO Station Rail,Milliken GO,6,Stouffville,6003,43.823227,-79.301785,16.7,0,0,,6,0,0,0,Milliken GO Station Rail,Scarborough
 1|   38|Milton GO Station Rail,Milton GO Station Rail,Milton GO,2,Milton,2008,43.52364,-79.867172,31.2,0,0,,2,0,0,0,Milton GO Station Rail,Milton
 1|   39|Mimico GO Station Rail,Mimico GO Station Rail,Mimico GO,1,Lakeshore West,1002,43.616411,-79.497762,6.7,0,0,,1,0,0,0,Mimico GO Station Rail,Etobicoke
 1|   40|Mount Joy GO Station Rail,Mount Joy GO Station Rail,Mount Joy GO,6,Stouffville,6007,43.900521,-79.26313,23.8,0,0,,6,0,0,0,Mount Joy GO Station Rail,Markham
 1|   41|Mount Pleasant GO Station Rail,Mount Pleasant GO Station Rail,Mount Pleasant GO,3,Kitchener,3007,43.6749763,-79.8221817,23.9,0,0,,3,0,0,0,Mount Pleasant GO Station Rail,Brampton
 1|   42|Newmarket GO Station Rail,Newmarket GO Station Rail,Newmarket GO,4,Barrie,4007,44.060426,-79.459289,34.2,0,0,,4,0,0,0,Newmarket GO Station Rail,Newmarket
 1|   43|Oakville GO Station Rail,Oakville GO Station Rail,Oakville GO,1,Lakeshore West,1006,43.455594,-79.682242,21.4,0,0,,1,0,0,0,Oakville GO Station Rail,Oakville
 1|   44|Old Cummer GO Station Rail,Old Cummer GO Station Rail,Old Cummer GO,5,Richmond Hill,5002,43.793703,-79.371403,14.1,0,0,,5,0,0,0,Old Cummer GO Station Rail,North York
 1|   45|Oriole GO Station Rail,Oriole GO Station Rail,Oriole GO,5,Richmond Hill,5001,43.765518,-79.364275,12.2,0,0,,5,0,0,0,Oriole GO Station Rail,North York
 1|   46|Oshawa GO Station Rail,Oshawa GO Station Rail,Oshawa GO,7,Lakeshore East,7009,43.871004,-78.884807,31.53,0,0,,7,0,0,0,Oshawa GO Station Rail,Oshawa
 1|   47|Pickering Station GO Rail,Pickering Station GO Rail,Pickering GO,7,Lakeshore East,7006,43.831576,-79.084594,20.93,0,0,,7,0,0,1,Pickering Station GO Rail,Pickering
 1|   48|Port Credit GO Station Rail,Port Credit GO Station Rail,Port Credit GO,1,Lakeshore West,1004,43.555999,-79.586881,12.8,0,0,,1,0,0,0,Port Credit GO Station Rail,Mississauga
 1|   49|Richmond Hill GO Station Rail,Richmond Hill GO Station Rail,Richmond Hill GO,5,Richmond Hill,5004,43.874307,-79.426167,21,0,0,,5,1,0,0,Richmond Hill GO Station Rail,Richmond Hill
 1|   50|Rouge Hill GO Station Rail,Rouge Hill GO Station Rail,Rouge Hill GO,7,Lakeshore East,7005,43.780375,-79.130646,16.5,0,0,,7,0,0,0,Rouge Hill GO Station Rail,Scarborough
 1|   51|Rutherford GO Station Rail,Rutherford GO Station Rail,Rutherford GO,4,Barrie,4003,43.838487,-79.498819,16.7,0,0,,4,0,0,0,Rutherford GO Station Rail,Vaughan
 1|   52|Scarborough GO Station Rail,Scarborough GO Station Rail,Scarborough GO,7,Lakeshore East,7002,43.716945,-79.254722,8.6,0,0,,7,0,0,0,Scarborough GO Station Rail,Scarborough
 1|   53|Stouffville GO Station Rail,Stouffville GO Station Rail,Stouffville GO,6,Stouffville,6008,43.970924,-79.249989,29,0,0,,6,0,0,0,Stouffville GO Station Rail,Stouffville
 1|   54|Streetsville GO Station Rail,Streetsville GO Station Rail,Streetsville GO,2,Milton,2005,43.575584,-79.70882,20.3,0,0,,2,0,0,0,Streetsville GO Station Rail,Mississauga
 1|   56|Unionville GO Station Rail,Unionville GO Station Rail,Unionville GO,6,Stouffville,6004,43.851689,-79.314332,18.9,0,0,,6,0,0,0,Unionville GO Station Rail,Markham
 1|   57|Weston GO Station Rail,Weston GO Station Rail,Weston GO,3,Kitchener,3002,43.70022,-79.514671,8.4,0,0,,3,0,0,0,Weston GO Station Rail,Etobicoke
 1|   58|Whitby GO Station Rail,Whitby GO Station Rail,Whitby GO,7,Lakeshore East,7008,43.86484,-78.93818,28.83,0,0,,7,0,0,0,Whitby GO Station Rail,Whitby
 1|   59|York University Station GO Rail,York University Station GO Rail,York University GO,4,Barrie,4002,43.778839,-79.483532,12.6,0,0,,4,0,0,0,York University Station GO Rail,North York
 1|   60|Niagara Falls VIA Station Rail,Niagara Falls VIA Station Rail,Niagara Falls GO,1,Lakeshore West,1014,43.108882,-79.063319,82.3212803,0,0,,1,0,0,0,Niagara Falls VIA Station Rail,Niagara Falls
 1|   61|St. Catharines VIA Station Rail,St. Catharines VIA Station Rail,St. Catharines GO,1,Lakeshore West,1013,43.1476135,-79.2549057,71.1212803,0,0,,1,0,0,0,St. Catharines VIA Station Rail,St. Catharines
 1|   63|Kitchener GO Station Rail,Kitchener GO Station Rail,Kitchener GO,3,Kitchener,3011,43.455686,-80.49313,62.5,0,0,,3,0,0,0,Kitchener GO Station Rail,Kitchener
 1|   64|Guelph GO Station Rail,Guelph GO Station Rail,Guelph Central GO,3,Kitchener,3010,43.544353,-80.246917,48.6,0,0,,3,0,0,0,Guelph GO Station Rail,Guelph
 1|   65|Acton GO Station Rail,Acton GO Station Rail,Acton GO,3,Kitchener,3009,43.6338043,-80.034111,35.4,0,0,,3,0,0,0,Acton GO Station Rail,Acton
 1|   66|Allandale Waterfront GO Station,Allandale Waterfront GO Station,Allandale Waterfront GO,4,Barrie,4011,44.374139,-79.687858,62.9,0,0,,4,0,0,0,Allandale Waterfront GO Station,Barrie
 1|   67|West Harbour GO Rail,West Harbour GO Station Rail,West Harbour GO,1,Lakeshore West,1012,43.26745,-79.869441,39.2612803,0,0,,1,0,0,0,West Harbour GO Rail,Hamilton
 1|   68|Gormley GO Station Rail,Gormley GO Station Rail,Gormley GO,5,Richmond Hill,5005,43.941617,-79.399033,26.2,0,0,,5,1,0,0,Gormley GO Station Rail,King City
 1|  101|Union Pearson Express Union Station,Union Pearson Express Union Station,Union Pearson Express Union Station,11,UP Express,11011,,,NA,0,0,,0,0,0,0,Union Station Rail,Toronto
14|  101|Union Pearson Express Union Station,Union Pearson Express Union Station,Union Pearson Express Union Station,11,UP Express,11001,43.6452233,-79.380477,NA,0,0,,0,0,0,0,Union Station Rail,Toronto
 1|  102|Union Pearson Express Bloor Station,Union Pearson Express Bloor Station,Union Pearson Express Bloor Station,11,UP Express,11012,,,NA,0,0,,3,0,0,0,Bloor GO Station Rail,Toronto
14|  102|Union Pearson Express Bloor Station,Union Pearson Express Bloor Station,Union Pearson Express Bloor Station,11,UP Express,11002,43.6567775,-79.4501349,NA,0,0,,3,0,0,0,Bloor GO Station Rail,Toronto
 1|  103|Union Pearson Express Weston Station,Union Pearson Express Weston Station,Union Pearson Express Weston Station,11,UP Express,11013,,,NA,0,0,,3,0,0,0,Weston GO Station Rail,Etobicoke
14|  103|Union Pearson Express Weston Station,Union Pearson Express Weston Station,Union Pearson Express Weston Station,11,UP Express,11003,43.6998377,-79.5153992,NA,0,0,,3,0,0,0,Weston GO Station Rail,Etobicoke
 1|  104|Union Pearson Express Pearson Station,Union Pearson Express Pearson Station,Union Pearson Express Pearson Station,11,UP Express,11014,,,NA,0,0,,11,0,0,0,Union Pearson Express Pearson Station,Mississauga
14|  104|Union Pearson Express Pearson Station,Union Pearson Express Pearson Station,Union Pearson Express Pearson Station,11,UP Express,11004,43.6823247,-79.6124856,NA,0,0,,11,0,0,0,Union Pearson Express Pearson Station,Mississauga
 1|  121|Cambridge Zone 26,Cambridge Zone 26,Cambridge Zone 26,8,GO Bus,80000,,,NA,0,0,,-1,0,0,0,Cambridge Zone 26,Cambridge
 1|  122|Millbrook Zone 29,Millbrook Zone 29,Millbrook Zone 29,8,GO Bus,80001,,,NA,0,0,,-1,0,0,0,Millbrook Zone 29,Millbrook
 1|  123|Cavan Zone 29,Cavan Zone 29,Cavan Zone 29,8,GO Bus,80002,,,NA,0,0,,-1,0,0,0,Cavan Zone 29,Millbrook
 1|  124|Norval Zone 35,Norval Zone 35,Norval Zone 35,8,GO Bus,80003,,,NA,0,0,,-1,0,0,0,Norval Zone 35,Georgetown
 1|  125|Caledon Zone 42,Caledon Zone 42,Caledon Zone 42,8,GO Bus,80004,,,NA,0,0,,-1,0,0,0,Caledon Zone 42,Caledon
 1|  126|Keswick Zone 46,Keswick Zone 46,Keswick Zone 46,8,GO Bus,80005,,,NA,0,0,,-1,0,0,0,Keswick Zone 46,Keswick
 1|  127|Sutton Zone 48,Sutton Zone 48,Sutton Zone 48,8,GO Bus,80006,,,NA,0,0,,-1,0,0,0,Sutton Zone 48,Sutton
 1|  128|Pefferlaw Zone 49,Pefferlaw Zone 49,Pefferlaw Zone 49,8,GO Bus,80007,,,NA,0,0,,-1,0,0,0,Pefferlaw Zone 49,Georgina
 1|  129|Brooklin Zone 51,Brooklin Zone 51,Brooklin Zone 51,8,GO Bus,80008,,,NA,0,0,,-1,0,0,0,Brooklin Zone 51,Whitby
 1|  130|Sunderland Zone 54,Sunderland Zone 54,Sunderland Zone 54,8,GO Bus,80009,,,NA,0,0,,-1,0,0,0,Sunderland Zone 54,Sunderland
 1|  131|Cannington Zone 54,Cannington Zone 54,Cannington Zone 54,8,GO Bus,80010,,,NA,0,0,,-1,0,0,0,Cannington Zone 54,Sunderland
 1|  132|Kleinburg Zone 56,Kleinburg Zone 56,Kleinburg Zone 56,8,GO Bus,80011,,,NA,0,0,,-1,0,0,0,Kleinburg Zone 56,Kleinburg
 1|  133|Woodbridge Zone 56,Woodbridge Zone 56,Woodbridge Zone 56,8,GO Bus,80012,,,NA,0,0,,-1,0,0,0,Woodbridge Zone 56,Kleinburg
 1|  134|Churchill Zone 67,Churchill Zone 67,Churchill Zone 67,8,GO Bus,80013,,,NA,0,0,,-1,0,0,0,Churchill Zone 67,Churchill
 1|  135|Innisfil Zone 67,Innisfil Zone 67,Innisfil Zone 67,8,GO Bus,80014,,,NA,0,0,,-1,0,0,0,Innisfil Zone 67,Churchill
 1|  136|Stroud Zone 68,Stroud Zone 68,Stroud Zone 68,8,GO Bus,80015,,,NA,0,0,,-1,0,0,0,Stroud Zone 68,Stroud
 1|  137|Stoney Creek Zone 80,Stoney Creek Zone 80,Stoney Creek Zone 80,8,GO Bus,80016,,,NA,0,0,,-1,0,0,0,Stoney Creek Zone 80,Stoney Creek
 1|  138|Courtice Zone 95,Courtice Zone 95,Courtice Zone 95,8,GO Bus,80017,,,NA,0,0,,-1,0,0,0,Courtice Zone 95,Courtice
 1|  139|Clarington North Zone 28,Clarington North Zone 28,Clarington North Zone 28,8,GO Bus,80018,,,NA,0,0,,-1,0,0,0,Clarington North Zone 28,Pontypool
 1|  140|Pontypool Zone 28,Pontypool Zone 28,Pontypool Zone 28,8,GO Bus,80019,,,NA,0,0,,-1,0,0,0,Pontypool Zone 28,Pontypool
 1|  169|Niagara Bus Agency,Niagara Bus Agency,Niagara Falls Bus Terminal,8,GO Bus,80020,43.1085358,-79.0636063,NA,0,0,,1,0,1,0,Niagara Falls VIA Station Rail,Niagara Falls
 1|  170|Peterborough Transit Agency,Peterborough Transit Agency,Peterborough Bus Terminal,8,GO Bus,80021,44.3045998,-78.3224182,NA,0,0,,-1,0,1,0,Peterborough Transit Agency,Peterborough
 1|  171|Barrie Bus Terminal Agency,Barrie Bus Terminal Agency,Barrie Transit Terminal,8,GO Bus,80022,44.3881798,-79.6908798,NA,0,0,,-1,0,1,0,Barrie - BarrieGOBusTerminal At MapleAv,Barrie
 1|  172|Sutton Agency,Sutton Agency,Sutton Agency,8,GO Bus,80023,,,NA,0,0,,-1,0,0,0,Sutton Agency,Sutton
 1|  173|Georgetown Agency,Georgetown Agency,Georgetown Agency,8,GO Bus,80024,,,NA,0,0,,-1,0,0,0,Georgetown Agency,Georgetown
 1|  174|Newcastle Agency,Newcastle Agency,Newcastle Agency,8,GO Bus,80025,,,NA,0,0,,-1,0,0,0,Newcastle Agency,Newcastle
 1|  175|Uxbridge Agency,Uxbridge Agency,Uxbridge Agency,8,GO Bus,80026,,,NA,0,0,,-1,0,0,0,Uxbridge Agency,Uxbridge
 1|  176|Acton Agency,Acton Agency,Acton Agency,8,GO Bus,80027,,,NA,0,0,,-1,0,0,0,Acton Agency,Acton
 1|  177|Orangeville Agency,Orangeville Agency,Orangeville Agency,8,GO Bus,80028,,,NA,0,0,,-1,0,0,0,Orangeville Agency,Orangeville
 1|  178|York University,York University,York University,8,GO Bus,80029,43.7730637,-79.5009308,NA,0,1,York University,-1,0,0,0,Toronto - YorkUniversityGOBusTerminal A,North York
 1|  179|York Mills Agency,York Mills Agency,York Mills Bus Terminal,8,GO Bus,80030,43.745079,-79.4064636,NA,1,0,,-1,0,1,1,Toronto - YorkMillsTerminal At YongeSt,North York
 1|  180|Wilfrid Laurier University Agency,Wilfrid Laurier University Agency,Wilfrid Laurier University,8,GO Bus,80031,43.4752655,-80.5272827,NA,0,1,Wilfred Laurier University,-1,0,0,0,Waterloo - UniversityAve At HazelSt,Waterloo
 1|  181|Waterloo University Agency,Waterloo University Agency,University of Waterloo,8,GO Bus,80032,43.4731293,-80.541687,NA,0,1,University ofWaterloo,-1,0,0,0,Waterloo - UniversityofWaterloo At,Waterloo
 1|  182|Trent University Agency,Trent University Agency,Trent University,8,GO Bus,80033,,,NA,0,0,,-1,0,0,0,Peterborough - TrentUniversityLp At Pio,Peterborough
 1|  183|Stouffville Bus Agency,Stouffville Bus Agency,Stouffville Bus Agency,8,GO Bus,80034,,,NA,0,0,,-1,0,0,0,Stouffville Bus Agency,Stouffville
 1|  184|Scarborough Town Centre Agency,Scarborough Town Centre Agency,Scarborough Centre Bus Terminal,8,GO Bus,80035,43.7746925,-79.2563095,NA,1,0,,-1,0,1,1,Toronto - ScarboroughTownCentre At Boro,Scarborough
 1|  185|Oshawa Agency,Oshawa Agency,Oshawa Bus Terminal,8,GO Bus,80036,43.8978462,-78.865593,NA,0,0,,-1,0,1,0,Oshawa Agency,Oshawa
 1|   69|Downsview Park GO Station Rail,Downsview Park GO Station Rail,Downsview GO,4,Barrie,80865,43.753774,-79.478282,10.8,0,0,,4,0,0,0,Downsview GO Station Rail,Toronto
 1|  187|McMaster University,McMaster University,McMaster University,8,GO Bus,80038,43.2617264,-79.9225693,NA,0,1,McMaster University,-1,0,0,0,Hamilton - McmasterUniversityCampus At,Hamilton
 1|  188|Guelph University,Guelph University,University of Guelph,8,GO Bus,80039,43.5293732,-80.2252502,NA,0,1,University of Guelph,-1,0,0,0,University Of Guelph -  At,Guelph
 1|  189|Guelph Agency,Guelph Agency,Guelph Agency,8,GO Bus,80040,,,NA,0,0,,-1,0,0,0,Guelph Agency,Guelph
 1|  190|Grand River Agency,Grand River Agency,Grand River Agency,8,GO Bus,80041,,,NA,0,0,,-1,0,0,0,Grand River Agency,
 1|  191|Finch Terminal Agnecy,Finch Terminal Agnecy,Yonge St. @ Finch Ave. (Finch Terminal),8,GO Bus,80042,43.780365,-79.4158859,NA,1,0,,-1,0,1,0,Toronto - FinchBusTerminal At YongeSt,North York
 1|  192|Durham College Agency,Durham College Agency,Durham College Agency,8,GO Bus,80043,,,NA,0,0,,-1,0,0,0,Durham College Agency,Oshawa
 1|  193|Brampton Agency,Brampton Agency,Brampton Agency,8,GO Bus,80044,,,NA,0,0,,-1,0,0,0,Brampton Agency,Brampton
 1|  194|Bramalea Agency,Bramalea Agency,Bramalea Agency,8,GO Bus,80045,,,NA,0,0,,-1,0,0,0,Bramalea Agency,Bramalea
 1|  195|Bowmanville Agency,Bowmanville Agency,Bowmanville Agency,8,GO Bus,80046,,,NA,0,0,,-1,0,0,0,Bowmanville Agency,Bowmanville
 1|  196|Ajax Agency,Ajax Agency,Ajax Agency,8,GO Bus,80047,,,NA,0,0,,-1,0,0,0,Ajax Agency,Ajax
 1|  197|Square One Terminal,Square One Terminal,Square One,8,GO Bus,80048,43.5946693,-79.6474915,NA,0,0,,-1,1,1,1,Square One,Mississauga
 1|  198|Union Bus Terminal,Union Bus Terminal,Union Bus Terminal,8,GO Bus,80049,43.6456261,-79.3783951,NA,1,0,,0,0,1,0,Union Station Rail,Toronto
 1|  199|Yorkdale Terminal,Yorkdale Terminal,Yorkdale Bus Terminal,8,GO Bus,80050,43.7249374,-79.4488754,NA,1,0,,-1,0,1,1,Yorkdale Terminal,North York
 1|  186|Newmarket Agency,Newmarket Agency,Newmarket GO Bus Terminal,8,GO Bus,80037,44.0527344,-79.4865799,NA,0,0,,-1,1,1,0,Newmarket - NewmarketBusTerminal At Eag,Newmarket
 1|  206|206,206,206,8,GO Bus,80052,,,NA,0,0,,-1,0,0,0,206,
 1|  208|Toronto - YongeSt At SheppardAve,Toronto - YongeSt At SheppardAve,Yonge St. @ Sheppard Ave.,8,GO Bus,80053,43.7615967,-79.4111938,NA,1,0,,-1,0,0,1,Toronto- Yonge St at Sheppard Ave,North York
 1|  211|Toronto - YorkMillsTerminal At YongeSt,Toronto - YorkMillsTerminal At YongeSt,York Mills Bus Terminal,8,GO Bus,80054,43.745079,-79.4064636,NA,1,0,,-1,0,1,1,Toronto - YorkMillsTerminal At YongeSt,North York
 1|  213|Toronto - FinchBusTerminal At YongeSt,Toronto - FinchBusTerminal At YongeSt,Finch Bus Terminal,8,GO Bus,80055,43.7821732,-79.4150925,NA,1,0,,-1,0,1,0,Toronto - FinchBusTerminal At YongeSt,North York
 1|  219|Toronto - YorkdaleGoBusTerminal At,Toronto - YorkdaleGoBusTerminal At,Yorkdale Bus Terminal,8,GO Bus,80056,43.7249374,-79.4488754,NA,1,0,,-1,0,1,1,Yorkdale Terminal,North York
 1|  220|Toronto - Hwy401 At KeeleSt,Toronto - Hwy401 At KeeleSt,Hwy. 401 @ Keele St.,8,GO Bus,80057,43.7232399,-79.4819412,NA,0,0,,-1,0,0,0,Toronto - Hwy401 At KeeleSt,Toronto
 1|  222|Toronto - KeeleSt At Hwy401  ,Toronto - Hwy401 At KeeleSt,Hwy. 401 @ Keele St.,8,GO Bus,80838,43.7232399,-79.4819412,NA,0,0,,-1,0,0,0,Toronto - Hwy401 At KeeleSt,Toronto
 1|  225|Bradford West Gwillimbury - BarrieSt At,Bradford West Gwillimbury - BarrieSt At,Barrie St. @ Holland St. W.,8,GO Bus,80058,44.1146889,-79.565094,NA,0,0,,-1,0,0,0,Bradford West Gwillimbury - BarrieSt At,Bradford
 1|  226|Bradford West Gwillimbury - BarrieSt At,Bradford West Gwillimbury - BarrieSt At,Barrie St. @ Holland St. W.,8,GO Bus,80059,44.1146889,-79.565094,NA,0,0,,-1,0,0,0,Bradford West Gwillimbury - BarrieSt At,Bradford
 1|  201|Newmarket - NewmarketBusTerminal At Eag,Newmarket - NewmarketBusTerminal At Eag,Newmarket GO Bus Terminal,8,GO Bus,80051,44.0527344,-79.4865799,NA,0,0,,-1,1,1,0,Newmarket - NewmarketBusTerminal At Eag,Newmarket
 1|  227|King - KeeleSt At StationRd,King - KeeleSt At StationRd,Keele St. @ Station Rd.(King City GO),8,GO Bus,80060,43.9203224,-79.5260773,NA,0,0,,4,1,0,0,King City GO Station Rail,King City
 1|  229|Toronto - YorkUniversityGOBusTerminal A,Toronto - YorkUniversityGOBusTerminal A,York University,8,GO Bus,80062,43.7730637,-79.5009308,NA,0,1,York University,-1,0,0,0,Toronto - YorkUniversityGOBusTerminal A,North York
 1|  228|Vaughan - RutherfordGO At,Vaughan - RutherfordGO At,Rutherford GO Bus,8,GO Bus,80061,43.838582,-79.498945,NA,0,0,,4,1,0,0,Rutherford GO Station Rail,Vaughan
 1|  230|King - KeeleSt At BurtonGrove,King - KeeleSt At BurtonGrove,Keele St. @ Burton Grove (King City GO),8,GO Bus,80063,43.9208336,-79.5259781,NA,0,0,,4,1,0,0,King City GO Station Rail,King City
 1|  232|232,232,232,8,GO Bus,80065,,,NA,0,0,,-1,0,0,0,232,
 1|  233|233,233,233,8,GO Bus,80066,,,NA,0,0,,-1,0,0,0,233,
 1|  234|234,234,234,8,GO Bus,80067,,,NA,0,0,,-1,0,0,0,234,
 1|  235|Scugog - CurtsSt At WaterSt,Scugog - CurtsSt At WaterSt,Curt St. @ Water St.,8,GO Bus,80068,44.102253,-78.9384842,NA,0,0,,-1,0,0,0,Scugog - CurtsSt At WaterSt,Port Perry
 1|  236|236,236,236,8,GO Bus,80069,,,NA,0,0,,-1,0,0,0,236,
 1|  237|237,237,237,8,GO Bus,80070,,,NA,0,0,,-1,0,0,0,237,
