station name,Station Name Trimmed,Clean Stop Name,Line ID,Line Name,Station ID,stop_lat,stop_lon,rail_distance_from_union_miles,Subway,University_College,University_Nm,GO Station_Line,Park and Ride_Carpool,Terminal Station,Shopping Centre,Parent Station,City
 1|  546|Caledon - QueenSt At WiltonDr,Caledon - QueenSt At WiltonDr,Queen St. S. @ Wilton Dr.,8,GO Bus,80203,43.8719444,-79.7277222,NA,0,0,,-1,0,0,0,Caledon - QueenSt At WiltonDr,Bolton
 1|  547|Caledon - QueenSt At AllanDr,Caledon - QueenSt At AllanDr,Queen St. S. @ Allan Dr.,8,GO Bus,80204,43.8719978,-79.7272873,NA,0,0,,-1,0,0,0,Caledon - QueenSt At WiltonDr,Bolton
 1|  549|Orangeville GO Park - Ride -  At,Orangeville GO Park - Ride -  At,Town Line @ Mill St. (Orangeville) Park & Ride,8,GO Bus,80205,43.9135475,-80.0906754,NA,0,0,,-1,1,0,0,Orangeville GO Park - Ride -  At,Orangeville
 1|  550|Richmond Hill - RichmondHillCentre At Y,Richmond Hill - RichmondHillCentre At Y,Richmond Hill Centre,8,GO Bus,80206,43.8401451,-79.4252853,NA,0,0,,5,1,0,0,Langstaff GO Station Rail,Richmond Hill
 1|  551|Stoney Creek - NashRd At BartonSt,Stoney Creek - NashRd At BartonSt,Nash Rd. @ Barton St. Park & Ride,8,GO Bus,80207,43.2398567,-79.7700806,NA,0,0,,-1,0,0,0,Stoney Creek - NashRd At BartonSt,Stoney Creek
 1|  545|Barrie South GO Station -  At,Barrie South GO Station -  At,Barrie South GO Bus,8,GO Bus,80202,44.351771,-79.628335,NA,0,0,,4,1,0,0,Barrie South GO Station Rail,Stroud
 1|  554|Hurontario - 407 Park - Ride/Carpool -,Hurontario - 407 Park - Ride/Carpool -,Hurontario St. @ Hwy. 407 Park & Ride,8,GO Bus,80209,43.6521416,-79.7108765,NA,0,0,,-1,1,0,0,Hurontario - 407 Park - Ride/Carpool -,Mississauga
 1|  555|Oakville - TrafalgarRd At UpperMiddleRd,Oakville - TrafalgarRd At UpperMiddleRd,Trafalgar Rd. @ Upper Middle Rd. E.,8,GO Bus,80210,43.4749031,-79.7014771,NA,0,0,,-1,0,0,0,Oakville - TrafalgarRd At UpperMiddleRd,Oakville
 1|  558|Centennial College,Centennial College,Centennial College (Progress),8,GO Bus,80211,43.7854233,-79.2290802,NA,0,1,Centennial College,-1,0,0,0,Centennial College,Scarborough
 1|  552|Stouffville - LincolnvilleGOStation At,Stouffville - LincolnvilleGOStation At,Lincolnville GO Bus,8,GO Bus,80208,43.994805,-79.233773,NA,0,0,,6,1,0,0,Lincolnville GO Station Rail,Stouffville
 1|  564|Pickering - KingstonRd At BrockRd,Pickering - KingstonRd At BrockRd,Kingston Rd. @ Brock Rd.,8,GO Bus,80213,43.8479996,-79.0733032,NA,0,0,,-1,0,0,0,Pickering - KingstonRd At BrockRd,Pickering
 1|  566|566,566,566,8,GO Bus,80214,,,NA,0,0,,-1,0,0,0,566,
 1|  601|Clarington - KingSt At BeaverSt,Clarington - KingSt At BeaverSt,King Ave. E. @ Beaver St. S.,8,GO Bus,80215,43.9180527,-78.5859451,NA,0,0,,-1,0,0,0,Clarington - KingSt At BeaverSt,Newcastle
 1|  709|Clarington - KingSt At BeaverSt,Clarington - KingSt At BeaverSt,King Ave. E. @ Beaver St. N.,8,GO Bus,80216,43.9182739,-78.585762,NA,0,0,,-1,0,0,0,Clarington - KingSt At BeaverSt,Newcastle
 1|  776|Oshawa - KingSt At CentreSt,Oshawa - KingSt At CentreSt,King St. E. @ Centre St. N.,8,GO Bus,80217,43.8971252,-78.8651581,NA,0,0,,-1,0,0,0,Oshawa - KingSt At CentreSt,Oshawa
 1|  823|Pickering - KingstonRd At RougemountDr,Pickering - KingstonRd At RougemountDr,Kingston Rd. @ Rougemount Dr.,8,GO Bus,80218,43.8093529,-79.1293793,NA,0,0,,-1,0,0,0,Pickering - KingstonRd At RougemountDr,Pickering
 1|  831|Pickering - KingstonRd At WalnutLane,Pickering - KingstonRd At WalnutLane,Kingston Rd. @ Walnut Ln.,8,GO Bus,80219,43.8309517,-79.0968323,NA,0,0,,-1,0,0,0,Pickering - KingstonRd At WalnutLane,Pickering
 1|  834|Pickering - KingstonRd At WhitesRd,Pickering - KingstonRd At WhitesRd,Kingston Rd. @ Whites Rd.,8,GO Bus,80220,43.8194008,-79.1146774,NA,0,0,,-1,0,0,0,Pickering - KingstonRd At WhitesRd,Pickering
 1|  902|Whitby - WinchesterRd At AshburnRd,Whitby - WinchesterRd At AshburnRd,Winchester Rd. @ Ashburn Rd.,8,GO Bus,80221,43.9506226,-78.9728317,NA,0,0,,-1,0,0,0,Whitby - WinchesterRd At AshburnRd,Whitby
 1|  907|Whitby - WinchesterRd At LakeRidgeRd,Whitby - WinchesterRd At LakeRidgeRd,Hwy. 7 E. @ Lake Ridge Rd.,8,GO Bus,80222,43.9406357,-79.0158386,NA,0,0,,-1,0,0,0,Whitby - WinchesterRd At LakeRidgeRd,Whitby
 1|  926|Pickering - LiverpoolRd At PckrngPkwy,Pickering - LiverpoolRd At PckrngPkwy,Liverpool Rd. @ Pickering Pkwy.,8,GO Bus,80223,43.8333702,-79.0896378,NA,0,0,,-1,0,0,0,Pickering - LiverpoolRd At PckrngPkwy,Pickering
 1|  932|Hamilton- Main St At Longwood Rd S,Hamilton- Main St At Longwood Rd S,Main St. W. @ Longwood Rd. S.,8,GO Bus,80224,43.2590866,-79.901741,NA,0,0,,-1,0,0,0,Hamilton- Main St At Longwood Rd S,Hamilton
 1|  936|Toronto- Yonge St At Bishop Ave,Toronto- Yonge St At Bishop Ave,Finch Bus Terminal,8,GO Bus,80225,43.7819481,-79.4159088,NA,1,0,,-1,0,1,0,Toronto - FinchBusTerminal At YongeSt,North York
 1|  937|Dicksons Hill- Hwy48 - 19th SB,Dicksons Hill- Hwy48 - 19th SB,Hwy. 48 @ 19th Ave.,8,GO Bus,80226,43.945057,-79.278046,NA,0,0,,-1,0,0,0,Dicksons Hill- Hwy48 - 19th NB,Markham
 1|  938|Dicksons Hill- Hwy48 - 19th NB,Dicksons Hill- Hwy48 - 19th NB,Hwy. 48 @ 19th Ave.,8,GO Bus,80227,43.945339,-79.277901,NA,0,0,,-1,0,0,0,Dicksons Hill- Hwy48 - 19th NB,Markham
 1| 1018|Burlington - FairviewSt At BrantSt,Burlington - FairviewSt At BrantSt,Burlington - FairviewSt At BrantSt,8,GO Bus,80228,,,NA,0,0,,-1,0,0,0,Burlington - FairviewSt At BrantSt,Burlington
 1| 1020|Burlington - FairviewSt At MapleAve,Burlington - FairviewSt At MapleAve,Fairview St. @ Maple Ave.,8,GO Bus,80229,43.3287392,-79.8214798,NA,0,0,,-1,0,0,0,Burlington - FairviewSt At MapleAve,Burlington
 1| 1021|Burlington - FairviewSt At MapleAve,Burlington - FairviewSt At MapleAve,Fairview St. @ Maple Ave.,8,GO Bus,80230,43.3294373,-79.8193436,NA,0,0,,-1,0,0,0,Burlington - FairviewSt At MapleAve,Burlington
 1| 1030|Halton Hills - GuelphSt At Lakeview,Halton Hills - GuelphSt At Lakeview,Guelph St. @ Lakeview Ave.,8,GO Bus,80231,43.6330376,-80.0496826,NA,0,0,,-1,0,0,0,Halton Hills - GuelphSt At Lakeview,Acton
 1| 1039|Halton Hills - GuelphSt At NobleSt,Halton Hills - GuelphSt At NobleSt,Guelph St. @ Noble St.,8,GO Bus,80232,43.6471291,-79.8579407,NA,0,0,,-1,0,0,0,Halton Hills - GuelphSt At NobleSt,Georgetown
 1| 1045|Halton Hills - Hwy7 At LakeAvenue,Halton Hills - Hwy7 At LakeAvenue,Guelph St. @ Lakeview Ave.,8,GO Bus,80233,43.6329269,-80.0497208,NA,0,0,,-1,0,0,0,Halton Hills - GuelphSt At Lakeview,Acton
 1| 1065|Halton Hills - MillSt At ElginSt,Halton Hills - MillSt At ElginSt,Mill St. E. @ Elgin St. N.,8,GO Bus,80234,43.6317863,-80.0392303,NA,0,0,,-1,0,0,0,Halton Hills - MillSt At ElginSt,Acton
 1| 1067|Halton Hills - MillSt At SchoolLane,Halton Hills - MillSt At SchoolLane,Main St. N. @ School Ln.,8,GO Bus,80235,43.6323853,-80.04496,NA,0,0,,-1,0,0,0,Halton Hills - MillSt At SchoolLane,Acton
 1|  559|Barrie - Allandale Waterfront GO,Barrie - Allandale Waterfront GO,Allandale Waterfront GO Bus,8,GO Bus,80212,44.373817,-79.689441,NA,0,0,,4,1,0,0,Allandale Waterfront GO Station,Barrie
 1| 1087|Halton Hills - QueenSt At ActonBlvd,Halton Hills - QueenSt At ActonBlvd,Queen St. @ Acton Blvd.,8,GO Bus,80237,43.6355133,-80.0303879,NA,0,0,,-1,0,0,0,Halton Hills - QueenSt At ActonBlvd,Acton
 1| 1089|Halton Hills - QueenSt At ChurchillRd,Halton Hills - QueenSt At ChurchillRd,Queen St. @ Churchill Rd. N.,8,GO Bus,80238,43.6374321,-80.0283279,NA,0,0,,-1,0,0,0,Halton Hills - QueenSt At ChurchillRd,Acton
 1| 1097|Oakville - TrafalgarRd At BriarhallGate,Oakville - TrafalgarRd At BriarhallGate,Trafalgar Rd. @ Briarhall Gate,8,GO Bus,80239,43.4771309,-79.7049179,NA,0,0,,-1,0,0,0,Oakville - TrafalgarRd At BriarhallGate,Oakville
 1| 1098|Oakville - TrafalgarRd At DundasSt,Oakville - TrafalgarRd At DundasSt,Trafalgar Rd. @ Dundas St. E.,8,GO Bus,80240,43.488224,-79.7202759,NA,0,0,,-1,0,0,0,Oakville - TrafalgarRd At DundasSt,Oakville
 1| 1099|Oakville - TrafalgarRd At DundasSt,Oakville - TrafalgarRd At DundasSt,Trafalgar Rd. @ Dundas St. E.,8,GO Bus,80241,43.488224,-79.7202759,NA,0,0,,-1,0,0,0,Oakville - TrafalgarRd At DundasSt,Oakville
 1| 1100|Oakville - TrafalgarRd At GlenashtonDr,Oakville - TrafalgarRd At GlenashtonDr,Trafalgar Rd. @ Glenashton Dr.,8,GO Bus,80242,43.4801941,-79.7090683,NA,0,0,,-1,0,0,0,Oakville - TrafalgarRd At GlenashtonDr,Oakville
 1| 1101|Oakville - TrafalgarRd At GlenashtonDr,Oakville - TrafalgarRd At GlenashtonDr,Trafalgar Rd. @ Glenashton Dr.,8,GO Bus,80243,43.480526,-79.7098923,NA,0,0,,-1,0,0,0,Oakville - TrafalgarRd At GlenashtonDr,Oakville
 1| 1103|Oakville - TrafalgarRd At LeighlandAve,Oakville - TrafalgarRd At LeighlandAve,Trafalgar Rd. @ Leighland Ave.,8,GO Bus,80244,43.4647789,-79.6880264,NA,0,0,,-1,0,0,0,Oakville - TrafalgarRd At LeighlandAve,Oakville
 1| 1107|Oakville - TrafalgarRd At MccraneySt,Oakville - TrafalgarRd At MccraneySt,Trafalgar Rd. @ Lynwood Dr.,8,GO Bus,80245,43.4673347,-79.6915436,NA,0,0,,-1,0,0,0,Oakville - TrafalgarRd At MccraneySt,Oakville
 1| 1109|Oakville - TrafalgarRd At PostridgeDr,Oakville - TrafalgarRd At PostridgeDr,Oakville - TrafalgarRd At PostridgeDr,8,GO Bus,80246,,,NA,0,0,,-1,0,0,0,Oakville - TrafalgarRd At PostridgeDr,Oakville
 1| 1110|Oakville - TrafalgarRd At RiverOaksBlvd,Oakville - TrafalgarRd At RiverOaksBlvd,Trafalgar Rd. @ River Oaks Blvd. E.,8,GO Bus,80247,43.4773788,-79.7055664,NA,0,0,,-1,0,0,0,Oakville - TrafalgarRd At RiverOaksBlvd,Oakville
 1| 1113|Halton Hills - YoungSt At PeelSt,Halton Hills - YoungSt At PeelSt,Young St. @ Peel St.,8,GO Bus,80248,43.6342812,-80.0327072,NA,0,0,,-1,0,0,0,Halton Hills - YoungSt At PeelSt,Acton
 1| 1129|Halton Hills - QueenSt At TannersDr,Halton Hills - QueenSt At TannersDr,Queen St. @ Tanners Dr.,8,GO Bus,80249,43.6400948,-80.0251007,NA,0,0,,-1,0,0,0,Halton Hills - QueenSt At TannersDr,Acton
 1| 1130|Halton Hills - QueenSt At TannersDr,Halton Hills - QueenSt At TannersDr,Queen St. @ Tanners Dr.,8,GO Bus,80250,43.6406593,-80.0248184,NA,0,0,,-1,0,0,0,Halton Hills - QueenSt At TannersDr,Acton
 1| 1139|Oakville - SheridanBusTerminal At,Oakville - SheridanBusTerminal At,Sheridan College (Oakville Campus),8,GO Bus,80251,43.4698067,-79.6977158,NA,0,1,Sheridan College,-1,0,0,0,Oakville - SheridanBusTerminal At,Oakville
 1| 1152|Georgina - Woodbine At Glenwoods Ave,Georgina - Woodbine At Glenwoods Ave,Georgina - Woodbine At Glenwoods Ave,8,GO Bus,80252,,,NA,0,0,,-1,0,0,0,Georgina - Woodbine At Glenwoods Ave,Keswick
 1| 1153|Oakville- Trafalgar Rd At Oak Park Blvd,Oakville- Trafalgar Rd At Oak Park Blvd,Trafalgar Rd. @ Oak Park Blvd.,8,GO Bus,80253,43.4832001,-79.7135086,NA,0,0,,-1,0,0,0,Oakville- Trafalgar Rd At Oak Park Blvd,Oakville
 1| 1160|Halton Hills- Main St At Dumbar St,Halton Hills- Main St At Dumbar St,Hwy. 7 @ Dunbar St.,8,GO Bus,80254,43.6094551,-80.1306839,NA,0,0,,-1,0,0,0,Halton Hills- Main St At Dumbar St,Rockwood
 1| 1166|Whitchch-Stouffville- 10th Line At Fors,Whitchch-Stouffville- 10th Line At Fors,Tenth Line @ Forsyth Farm Dr.,8,GO Bus,80255,43.9849205,-79.2333984,NA,0,0,,-1,0,0,0,Whitchch-Stouffville- 10th Line At Fors,Stouffville
 1| 1175|Halton Hills- Guelph St At Maple Ave,Halton Hills- Guelph St At Maple Ave,Guelph St. @ Maple Ave.,8,GO Bus,80256,43.6509438,-79.9177551,NA,0,0,,-1,0,0,0,Halton Hills- Guelph St At Maple Ave,Georgetown
 1| 1176|Halton Hills- Guelph St At Mountainview,Halton Hills- Guelph St At Mountainview,Guelph St. @ Mountainview Rd. S.,8,GO Bus,80257,43.6500969,-79.9024353,NA,0,0,,-1,0,0,0,Halton Hills- Guelph St At Mountainview,Georgetown
 1| 1183|East Gwillimbury- Holland Landing Rd A,East Gwillimbury- Holland Landing Rd A,East Gwillimbury- Holland Landing Rd A,8,GO Bus,80258,,,NA,0,0,,-1,0,0,0,East Gwillimbury- Holland Landing Rd A,East Gwillimbury
 1| 1188|East Gwillimbury- Holland Landing Rd a,East Gwillimbury- Holland Landing Rd a,East Gwillimbury- Holland Landing Rd a,8,GO Bus,80259,,,NA,0,0,,-1,0,0,0,East Gwillimbury- Holland Landing Rd A,East Gwillimbury
 1| 1189|Brampton- Hurontario St At County Cour,Brampton- Hurontario St At County Cour,Hurontario St. @ County Court Blvd.,8,GO Bus,80260,43.6621399,-79.7277679,NA,0,0,,-1,0,0,0,Brampton- Hurontario St At County Cour,Brampton
 1| 1190|Brampton- Hurontario St At County Cour,Brampton- Hurontario St At County Cour,Hurontario St. @ County Court Blvd.,8,GO Bus,80261,43.6589584,-79.7234879,NA,0,0,,-1,0,0,0,Brampton- Hurontario St At County Cour,Brampton
 1| 1191|Brampton- Hurontario St At Ray Lawson,Brampton- Hurontario St At Ray Lawson,Hurontario St. @ Ray Lawson Blvd.,8,GO Bus,80262,43.658577,-79.7236023,NA,0,0,,-1,0,0,0,Brampton- Hurontario St At Ray Lawson,Brampton
 1| 1192|Brampton- Hurontario St At Sir Lou Dr,Brampton- Hurontario St At Sir Lou Dr,Hurontario St. @ Sir Lou Dr.,8,GO Bus,80263,43.6612053,-79.7271576,NA,0,0,,-1,0,0,0,Brampton- Hurontario St At Sir Lou Dr,Brampton
 1| 1201|Hamilton - KingSt At CarolineStNorth,Hamilton - KingSt At CarolineStNorth,King St. W. @ Caroline St. N.,8,GO Bus,80264,43.258461,-79.8752441,NA,0,0,,-1,0,0,0,Hamilton - KingSt At CarolineStNorth,Hamilton
 1| 1202|Hamilton - KingSt At HughsonSt,Hamilton - KingSt At HughsonSt,King St. E. @ Hughson St. N.,8,GO Bus,80265,43.2562103,-79.8672409,NA,0,0,,-1,0,0,0,Hamilton - KingSt At HughsonSt,Hamilton
 1| 1203|Hamilton - KingSt At QueenStNorth,Hamilton - KingSt At QueenStNorth,King St. W. @ Queen St. N.,8,GO Bus,80266,43.2596283,-79.8793945,NA,0,0,,-1,0,0,0,Hamilton - KingSt At QueenStNorth,Hamilton
 1| 1204|Hamilton - KingSt At RaySt,Hamilton - KingSt At RaySt,King St. W. @ Pearl St. N.,8,GO Bus,80267,43.2602654,-79.8814011,NA,0,0,,-1,0,0,0,Hamilton - KingSt At RaySt,Hamilton
 1| 1205|Hamilton - KingSt At StrathconaAve,Hamilton - KingSt At StrathconaAve,King St. W. @ Strathcona Ave. N.,8,GO Bus,80268,43.2614555,-79.8850708,NA,0,0,,-1,0,0,0,Hamilton - KingSt At StrathconaAve,Hamilton
 1| 1206|Hamilton - KingSt At SummerLane,Hamilton - KingSt At SummerLane,King St. W. @ Summers Ln. (Hamilton Place),8,GO Bus,80269,43.2576485,-79.8717346,NA,0,0,,-1,0,0,0,Hamilton - KingSt At SummerLane,Hamilton
 1| 1207|Hamilton - MainSt At CarolineSt,Hamilton - MainSt At CarolineSt,Main St. W. @ Caroline St. S.,8,GO Bus,80270,43.2570419,-79.8766251,NA,0,0,,-1,0,0,0,Hamilton - MainSt At CarolineSt,Hamilton
 1| 1208|Hamilton - MainSt At DundurnSt,Hamilton - MainSt At DundurnSt,Main St. W. @ Dundurn St. S.,8,GO Bus,80271,43.2598228,-79.8895493,NA,0,0,,-1,0,0,0,Hamilton - MainSt At DundurnSt,Hamilton
 1| 1209|Hamilton - MainSt At MacklinSt,Hamilton - MainSt At MacklinSt,Main St. W. @ Macklin St. S.,8,GO Bus,80272,43.2599144,-79.8979721,NA,0,0,,-1,0,0,0,Hamilton - MainSt At MacklinSt,Hamilton
 1| 1210|Hamilton - MainSt At Paisley Ave,Hamilton - MainSt At Paisley Ave,Main St. W. @ Paisley Ave. S.,8,GO Bus,80273,43.2584991,-79.9061661,NA,0,0,,-1,0,0,0,Hamilton - MainSt At Paisley Ave,Hamilton
 1| 1211|Hamilton - MainSt At PearlSt,Hamilton - MainSt At PearlSt,Main St. W. @ Pearl St. S.,8,GO Bus,80274,43.2583809,-79.8828964,NA,0,0,,-1,0,0,0,Hamilton - MainSt At PearlSt,Hamilton
 1| 1212|Hamilton - MainSt At RaySt,Hamilton - MainSt At RaySt,Main St. W. @ Ray St. S.,8,GO Bus,80275,43.257885,-79.8809128,NA,0,0,,-1,0,0,0,Hamilton - MainSt At RaySt,Hamilton
 1| 1213|Hamilton - MainSt At Poulette,Hamilton - MainSt At Poulette,Main St. W. @ Poulette St.,8,GO Bus,80276,43.2591286,-79.8864059,NA,0,0,,-1,0,0,0,Hamilton - MainSt At Poulette,Hamilton
 1| 1214|Hamilton - MainSt At Bay St,Hamilton - MainSt At Bay St,Main St. W. @ Summers Ln. (Hamilton City Hall),8,GO Bus,80277,43.2560577,-79.8728027,NA,0,0,,-1,0,0,0,Hamilton - MainSt At Bay St,Hamilton
 1| 1216|1216,1216,1216,8,GO Bus,80278,,,NA,0,0,,-1,0,0,0,1216,
 1| 1332|Caledon - AlbionVaughanRd At DovastonGa,Caledon - AlbionVaughanRd At DovastonGa,Albion Vaughan Rd. @ Dovaston Gate,8,GO Bus,80279,43.8711624,-79.7091064,NA,0,0,,-1,0,0,0,Caledon - AlbionVaughanRd At DovastonGa,Bolton
 1| 1333|Caledon - AlbionVaughanRd At KingVaugha,Caledon - AlbionVaughanRd At KingVaugha,Albion Vaughan Rd. @ King Vaughan Rd.,8,GO Bus,80280,43.8706589,-79.7085648,NA,0,0,,-1,0,0,0,Caledon - AlbionVaughanRd At DovastonGa,Bolton
 1| 1361|Brampton - BramaleaRd At BalmoralDr,Brampton - BramaleaRd At BalmoralDr,Bramalea Rd. @ Balmoral Dr.,8,GO Bus,80281,43.7152138,-79.7049255,NA,0,0,,-1,0,0,0,Brampton - BramaleaRd At BalmoralDr,Bramalea
 1| 1365|Brampton - BramaleaRd At DearbourneBlvd,Brampton - BramaleaRd At DearbourneBlvd,Bramalea Rd. @ Dearbourne Blvd.,8,GO Bus,80282,43.7092781,-79.6968994,NA,0,0,,-1,0,0,0,Brampton - BramaleaRd At DearbourneBlvd,Bramalea
 1| 1384|Brampton - ClarkBlvd At KingsCrossRd,Brampton - ClarkBlvd At KingsCrossRd,Clark Blvd. @ Kings Cross Rd.,8,GO Bus,80283,43.7190437,-79.7124939,NA,0,0,,-1,0,0,0,Brampton - ClarkBlvd At KingsCrossRd,Bramalea
 1| 1446|Mississauga - ErinMillsPky At ArgentiaR,Mississauga - ErinMillsPky At ArgentiaR,Mississauga Rd. @ Argentia Rd.,8,GO Bus,80284,43.6003456,-79.7399902,NA,0,0,,-1,0,0,0,Mississauga - ErinMillsPky At ArgentiaR,Mississauga
 1| 1507|Brampton - MainSt At ElginDr,Brampton - MainSt At ElginDr,Main St. S. @ Elgin Dr.,8,GO Bus,80285,43.6734314,-79.7431564,NA,0,0,,-1,0,0,0,Brampton - MainSt At ElginDr,Brampton
 1| 1511|Brampton - WellingtonSt At GeorgeSt,Brampton - WellingtonSt At GeorgeSt,Wellington St. W. @ George St. S.,8,GO Bus,80286,43.6841316,-79.7590332,NA,0,0,,-1,0,0,0,Brampton - WellingtonSt At GeorgeSt,Brampton
 1| 1516|Brampton - MainSt At NanwoodDr,Brampton - MainSt At NanwoodDr,Main St. S. @ Nanwood Dr.,8,GO Bus,80287,43.6765976,-79.7471695,NA,0,0,,-1,0,0,0,Brampton - MainSt At NanwoodDr,Brampton
 1| 1525|Mississauga - MillcreekDr At ErinMillsP,Mississauga - MillcreekDr At ErinMillsP,Millcreek Dr. @ Erin Mills Pkwy.,8,GO Bus,80288,43.5904884,-79.7418976,NA,0,0,,-1,0,0,0,Mississauga - MillcreekDr At ErinMillsP,Mississauga
 1| 1527|Mississauga - MillcreekDr At MillraceCr,Mississauga - MillcreekDr At MillraceCr,Millcreek Dr. @ Millrace Crt.,8,GO Bus,80289,43.5925064,-79.7460556,NA,0,0,,-1,0,0,0,Mississauga - MillcreekDr At MillraceCr,Mississauga
 1| 1534|Brampton - QueenSt At CentreSt,Brampton - QueenSt At CentreSt,Queen St. E. @ Centre St. N.,8,GO Bus,80290,43.6910973,-79.754631,NA,0,0,,-1,0,0,0,Brampton - QueenSt At CentreSt,Brampton
 1| 1550|Caledon - QueensgateBlvd At Landsbridge,Caledon - QueensgateBlvd At Landsbridge,Queensgate Blvd. @ Landsbridge St.,8,GO Bus,80291,43.8705444,-79.7214432,NA,0,0,,-1,0,0,0,Caledon - QueensgateBlvd At Landsbridge,Bolton
 1| 1551|Caledon - QueensgateBlvd At Landsbridge,Caledon - QueensgateBlvd At Landsbridge,Queensgate Blvd. @ Landsbridge St.,8,GO Bus,80292,43.8748589,-79.7144928,NA,0,0,,-1,0,0,0,Caledon - QueensgateBlvd At Landsbridge,Bolton
 1| 1552|Caledon - QueensgateBlvd At PembrookSt,Caledon - QueensgateBlvd At PembrookSt,Queensgate Blvd. @ Pembrook St.,8,GO Bus,80293,43.8726768,-79.7172394,NA,0,0,,-1,0,0,0,Caledon - QueensgateBlvd At PembrookSt,Bolton
 1| 1553|Caledon - QueensgateBlvd At PembrookSt,Caledon - QueensgateBlvd At PembrookSt,Queensgate Blvd. @ Pembrook St.,8,GO Bus,80294,43.8729973,-79.7171097,NA,0,0,,-1,0,0,0,Caledon - QueensgateBlvd At PembrookSt,Bolton
 1| 1554|Caledon - QueensgateBlvd At SantFarmDr,Caledon - QueensgateBlvd At SantFarmDr,Queensgate Blvd. @ Sant Farm Dr.,8,GO Bus,80295,43.875145,-79.7143478,NA,0,0,,-1,0,0,0,Caledon - QueensgateBlvd At SantFarmDr,Bolton
 1| 1565|Mississauga - RobertSpeckPkwy At Huront,Mississauga - RobertSpeckPkwy At Huront,Robert Speck Pkwy. @ Hurontario St.,8,GO Bus,80296,43.5957222,-79.6392899,NA,0,0,,-1,0,0,1,Square One,Mississauga
 1| 1581|1581,1581,1581,8,GO Bus,80297,,,NA,0,0,,-1,0,0,0,1581,
 1| 1611|Bolton - Hwy50 At MillSt,Bolton - Hwy50 At MillSt,Regional Rd. 50 @ Mill St.,8,GO Bus,80298,43.8809319,-79.7398224,NA,0,0,,-1,0,0,0,Bolton - Hwy50 At MillSt,Bolton
 1| 1612|Bolton - Hwy50 At MillSt,Bolton - Hwy50 At MillSt,Regional Rd. 50 @ Mill St.,8,GO Bus,80299,43.8806992,-79.7398987,NA,0,0,,-1,0,0,0,Bolton - Hwy50 At MillSt,Bolton
 1| 1626|Brampton - Main At VoddenSt,Brampton - Main At VoddenSt,Main St. N. @ Vodden St. E.,8,GO Bus,80300,43.6926956,-79.7692566,NA,0,0,,-1,0,0,0,Brampton - Main At VoddenSt,Brampton
 1| 1635|Oakville - TrafalgarRd At Burnhamthorpe,Oakville - TrafalgarRd At Burnhamthorpe,Trafalgar Rd. @ Burnhamthorpe Rd.,8,GO Bus,80301,43.5013275,-79.7375031,NA,0,0,,-1,0,0,0,Oakville - TrafalgarRd At Burnhamthorpe,Oakville
 1| 1638|Mississauga - MississaugaRd At DupontMe,Mississauga - MississaugaRd At DupontMe,Mississauga Rd. @ Dupont Meadow Place,8,GO Bus,80302,43.6087685,-79.7508469,NA,0,0,,-1,0,0,0,Mississauga - MississaugaRd At DupontMe,Mississauga
 1| 1640|Mississauga - MississaugaRd At RoyalBan,Mississauga - MississaugaRd At RoyalBan,Mississauga Rd. @ Royal Bank Dr.,8,GO Bus,80303,43.6087875,-79.7501144,NA,0,0,,-1,0,0,0,Mississauga - MississaugaRd At RoyalBan,Mississauga
 1| 1641|Oakville - TrafalgarRd At Burnhamthorpe,Oakville - TrafalgarRd At Burnhamthorpe,Trafalgar Rd. @ Burnhamthorpe Rd.,8,GO Bus,80304,43.5017662,-79.7387924,NA,0,0,,-1,0,0,0,Oakville - TrafalgarRd At Burnhamthorpe,Oakville
 1| 1805|Toronto - BelfieldRd At KiplingAve,Toronto - BelfieldRd At KiplingAve,Toronto - BelfieldRd At KiplingAve,8,GO Bus,80305,,,NA,0,0,,-1,0,0,0,Toronto - BelfieldRd At KiplingAve,Toronto
 1| 1813|Toronto - BelfieldRd At ShaftRd,Toronto - BelfieldRd At ShaftRd,Belfield Rd. @ Shaft Rd.,8,GO Bus,80306,43.703907,-79.5662384,NA,0,0,,-1,0,0,0,Toronto - BelfieldRd At ShaftRd,Toronto
 1| 1841|Toronto - KeeleSt At SteelesAve,Toronto - KeeleSt At SteelesAve,Keele St. @ Steeles Ave. W.,8,GO Bus,80307,43.7810974,-79.4941254,NA,0,0,,-1,0,0,0,Toronto - KeeleSt At SteelesAve,North York
 1| 1842|Toronto - KeeleSt At SteelesAve,Toronto - KeeleSt At SteelesAve,Keele St. @ Steeles Ave. W.,8,GO Bus,80308,43.7808113,-79.4944382,NA,0,0,,-1,0,0,0,Toronto - KeeleSt At SteelesAve,North York
 1| 1847|Toronto - YongeSt At FlorenceAve,Toronto - YongeSt At FlorenceAve,Yonge St. @ Florence Ave.,8,GO Bus,80309,43.7582703,-79.4102325,NA,0,0,,-1,0,0,0,Toronto - YongeSt At FlorenceAve,North York
 1| 1848|Toronto - YongeSt At GlendoraAve,Toronto - YongeSt At GlendoraAve,Yonge St. @ Glendora Ave.,8,GO Bus,80310,43.7586899,-79.4100418,NA,0,0,,-1,0,0,0,Toronto - YongeSt At GlendoraAve,North York
